Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Nitori Holdings;10,845;3,795;0,389;3,673;1684;Consumer Discretionary;Specialty Stores;Asia;Japan;Japan;;Akio Nitori (Rep);http://www.forbes.com/companies/nitori-holdings-co/
Sabre;7,721;2,961;0,5455;5,394;1684;Information Technology;Computer Services;North America;United States;;;Thomas Klein;http://www.forbes.com/companies/sabre/
Korea Zinc;8,225;4,216;0,4501;5,039;1686;Materials;Diversified Metals & Mining;Asia;South Korea;South Korea;;Chang-Geun Choi;http://www.forbes.com/companies/korea-zinc/
Samsung Heavy Industries;2,063;8,583;-1,065;14,756;1687;Industrials;Heavy Equipment;Asia;South Korea;South Korea;;Dae-Yong Park;http://www.forbes.com/companies/samsung-heavy-inds/
Wistron;1,444;19,628;0,042;8,841;1687;Information Technology;Computer Hardware;Asia;Taiwan;Taiwan;;Hsien Lin;http://www.forbes.com/companies/wistron/
Sumitomo Rubber;4,09;7,01;0,4612;7,782;1689;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Tetsuji Mino;http://www.forbes.com/companies/sumitomo-rubber/
Agile Property Holdings;2,242;6,831;0,2506;18,066;1690;Financials;Real Estate;Asia;Hong Kong;Hong Kong;;Zhuo Chen;http://www.forbes.com/companies/agile-property-holdings/
Commercial Bank For Investment & Development Of Vietnam;2,607;2,623;0,2874;37,833;1691;Financials;Regional Banks;Asia;Vietnam;Vietnam;;Tu Phan;http://www.forbes.com/companies/commercial-bank-for-investment-development-of-vietnam/
Iyo Bank;2,209;0,922;0,1926;54,958;1692;Financials;Regional Banks;Asia;Japan;Japan;;Iwao Ohtsuka;http://www.forbes.com/companies/iyo-bank/
Lupin;10,552;1,973;0,3932;2,268;1693;Health Care;Pharmaceuticals;Asia;India;India;;Vinita Gupta;http://www.forbes.com/companies/lupin/
Targa Resources Corp.;6,37;6,618;0,058;13,254;1693;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Joe Perkins;http://www.forbes.com/companies/targa-resources/
Ashland;7,324;5,16;0,353;9,673;1695;Materials;Specialized Chemicals;North America;United States;Kentucky;Kentucky;William Wulfsohn;http://www.forbes.com/companies/ashland/
CJ Cheiljedang;4,248;11,419;0,1672;11,728;1695;Consumer Staples;Food Processing;Asia;South Korea;South Korea;;Cheol-Ha Kim;http://www.forbes.com/companies/cj-cheiljedang/
Alfa Laval;7,012;4,711;0,455;6,156;1697;Industrials;Other Industrial Equipment;Europe;Sweden;Sweden;;Tom Eriksson;http://www.forbes.com/companies/alfa-laval/
Israel Discount Bank;1,807;2,27;0,1905;52,782;1698;Financials;Regional Banks;Asia;Israel;Israel;;Lilach Asher-Topilsky;http://www.forbes.com/companies/israel-discount-bank/
Yamada Denki;4,917;13,388;0,1779;10,355;1699;Information Technology;Computer & Electronics Retail;Asia;Japan;Japan;;Tadao Ichimiya;http://www.forbes.com/companies/yamada-denki/
GCL System Integration Technology;5,697;1,225;0,9403;1,202;1700;Industrials;Electrical Equipment;Asia;China;China;;Hua Shu;http://www.forbes.com/companies/gcl-system-integration-technology/
Public Power;0,821;6,36;-0,1137;19,874;1700;Utilities;Electric Utilities;Europe;Greece;Greece;;Emmanuel Panagiotakis;http://www.forbes.com/companies/public-power/
Empire;4,513;18,597;-0,8741;7,199;1702;Consumer Staples;Food Retail;North America;Canada;Canada;;Marc Poulin;http://www.forbes.com/companies/empire/
Juroku Bank;1,187;1,017;0,183;52,122;1702;Financials;Regional Banks;Asia;Japan;Japan;;Yukio Murase;http://www.forbes.com/companies/juroku-bank/
Indian Overseas Bank;0,866;4,144;-0,3;43,398;1704;Financials;Regional Banks;Asia;India;India;;R Koteeswaran;http://www.forbes.com/companies/indian-overseas-bank/
Ashikaga Holdings;1,016;0,796;0,159;51,705;1705;Financials;Regional Banks;Asia;Japan;Japan;;Satoshi Fujisawa;http://www.forbes.com/companies/ashikaga-holdings/
American Equity Investment;1,339;1,876;0,2198;51,043;1706;Financials;Life & Health Insurance;North America;United States;Iowa;Iowa;John Matovina;http://www.forbes.com/companies/american-equity-investment/
Quinenco;3,227;3,316;0,1475;50,804;1707;Industrials;Conglomerates;South America;Chile;Chile;;José Mackenna;http://www.forbes.com/companies/quinenco/
Aldar Properties;5,972;1,334;0,7041;9,84;1708;Financials;Real Estate;Asia;United Arab Emirates;United Arab Emirates;;Mohammed Al-Mubarak;http://www.forbes.com/companies/aldar-properties/
Securitas;5,955;9,585;0,2888;4,835;1709;Consumer Discretionary;Business & Personal Services;Europe;Sweden;Sweden;;Alf Göransson;http://www.forbes.com/companies/securitas/
Cablevision Systems;9,304;6,51;0,1754;7,141;1710;Consumer Discretionary;Broadcasting & Cable;North America;United States;New York;New York;James Dolan;http://www.forbes.com/companies/cablevision/
Red Star Macalline Group;4,224;1,409;0,652;12,811;1711;Financials;Real Estate;Asia;China;China;;Jian Che;http://www.forbes.com/companies/red-star-macalline-group/
Banco BPI;1,766;2,821;0,2621;44,183;1712;Financials;Regional Banks;Europe;Portugal;Portugal;;Artur Eduardo Silva;http://www.forbes.com/companies/banco-bpi/
LG Uplus;4,144;9,538;0,3105;10,192;1712;Telecommunication Services;Telecommunications services;Asia;South Korea;South Korea;;Young-Soo Kwon;http://www.forbes.com/companies/lg-uplus/
Interactive Brokers Group;2,57;1,575;0,095;50,186;1714;Financials;Investment Services;North America;United States;Connecticut;Connecticut;Thomas Peterffy;http://www.forbes.com/companies/interactive-brokers-group/
International Flavors & Fragrances;9,628;3,023;0,4117;3,721;1715;Materials;Specialized Chemicals;North America;United States;New York;New York;Andreas Fibig;http://www.forbes.com/companies/international-flavors-fragrances/
Showa Shell Sekiyu;3,95;17,987;-0,2269;7,961;1715;Energy;Oil & Gas Operations;Asia;Japan;Japan;;Tsuyoshi Kameoka;http://www.forbes.com/companies/showa-shell-sekiyu/
SK Networks;1,431;17,985;0,0649;6,996;1717;Industrials;Trading Companies;Asia;South Korea;South Korea;;Duk-Kyu Moon;http://www.forbes.com/companies/sk-networks/
Supervalu;1,436;17,947;0,165;4,643;1718;Consumer Staples;Food Retail;North America;United States;Minnesota;Minnesota;Mark Gross;http://www.forbes.com/companies/supervalu/
Corporacion Geo;0,237;0,036;1,2567;0,88;1719;Financials;Real Estate;North America;Mexico;Mexico;;Luis Lascurain;http://www.forbes.com/companies/corporacion-geo/
Doha Bank;2,636;1,025;0,3591;23,252;1720;Financials;Regional Banks;Asia;Qatar;Qatar;;Raghavan Seetharaman;http://www.forbes.com/companies/doha-bank/
Dongxing Securities;9,537;1,301;0,3252;11,27;1721;Financials;Investment Services;Asia;China;China;;Qing Wei;http://www.forbes.com/companies/dongxing-securities/
DGB Financial Group;1,383;2,638;0,2599;43,713;1722;Financials;Regional Banks;Asia;South Korea;South Korea;;In-Gyoo Park;http://www.forbes.com/companies/dgb-financial-group/
GPT Group;6,681;0,518;0,6501;8,008;1723;Financials;Real Estate;Australia;Australia;Australia;;Bob Johnston;http://www.forbes.com/companies/gpt-group/
Areva;1,804;4,656;-2,0593;31,489;1724;Utilities;Diversified Utilities;Europe;France;France;;Bernard Fontana;http://www.forbes.com/companies/areva/
Vertex Pharmaceuticals;21,387;1,032;-0,5581;2,499;1725;Health Care;Biotechs;North America;United States;Massachusetts;Massachusetts;Jeffrey Leiden;http://www.forbes.com/companies/vertex-pharmaceuticals/
DIA;3,542;9,898;0,3318;3,782;1726;Consumer Discretionary;Discount Stores;Europe;Spain;Spain;;Ricardo De Don Pablos;http://www.forbes.com/companies/dia/
Toho Bank;0,859;0,554;0,1502;47,933;1726;Financials;Regional Banks;Asia;Japan;Japan;;Seishi Kitamura;http://www.forbes.com/companies/toho-bank/
Ulta Salon Cosmetcs & Fragrance;12,864;3,924;0,32;2,231;1726;Consumer Discretionary;Specialty Stores;North America;United States;Illinois;Illinois;Mary Dillon;http://www.forbes.com/companies/ulta-salon-cosmetics-fragrance/
Nippon Steel Trading;1,104;16,503;0,1425;5,736;1729;Materials;Diversified Metals & Mining;Asia;Japan;Japan;;Ichiro Miyasaka;http://www.forbes.com/companies/nippon-steel-trading/
BayWa;1,195;16,465;0,0535;6,558;1730;Consumer Discretionary;Specialty Stores;Europe;Germany;Germany;;Klaus Lutz;http://www.forbes.com/companies/baywa/
Derwent London;5,071;0,314;1,1706;7,463;1731;Financials;Real Estate;Europe;United Kingdom;United Kingdom;;Keiji Tokuue;http://www.forbes.com/companies/derwent-london/
Hanergy Thin Film Power Group;21,028;0,363;-1,578;1,609;1732;Utilities;Electric Utilities;Asia;Hong Kong;Hong Kong;;Ming Dai;http://www.forbes.com/companies/hanergy-thin-film-power-group/
Yes Bank;5,535;2,228;0,3267;21,755;1732;Financials;Regional Banks;Asia;India;India;;Rana Kapoor;http://www.forbes.com/companies/yes-bank/
Nanto Bank;0,789;0,615;0,0748;46,737;1734;Financials;Regional Banks;Asia;Japan;Japan;;Yasuo Ueno;http://www.forbes.com/companies/nanto-bank/
Banco del Caribe, C.A. Banco Universal;0,082;2,017;0,502;14,716;1735;Financials;Regional Banks;South America;Venezuela;Venezuela;;Juan Dao;http://www.forbes.com/companies/banco-del-caribe-ca-banco-universal/
WPG Holdings;1,771;16,235;0,1707;5,451;1735;Information Technology;Electronics;Asia;Taiwan;Taiwan;;Fu Yeh;http://www.forbes.com/companies/wpg-holdings/
X5 Retail Group;5,539;13,129;0,2327;5,612;1737;Consumer Staples;Food Retail;Asia;Russia;Russia;;Igor Shekhterman;http://www.forbes.com/companies/x5-retail-group/
Focus Media Information Technology;20,856;1,324;0,0005;0,098;1738;Information Technology;Computer Hardware;Asia;China;China;;Xian Yi;http://www.forbes.com/companies/focus-media-information-technology/
Orkla;8,502;4,113;0,4103;6,128;1739;Industrials;Conglomerates;Europe;Norway;Norway;;Peter Ruzicka;http://www.forbes.com/companies/orkla/
Angang Steel;4,641;8,371;-0,72;13,657;1740;Materials;Iron & Steel;Asia;China;China;;Xiao Zhang;http://www.forbes.com/companies/angang-steel/
Desarrolladora Homex;0,177;0,024;1,1601;0,84;1741;Industrials;Construction Services;North America;Mexico;Mexico;;Gerardo Nicolás Gutiérrez;http://www.forbes.com/companies/desarrolladora-homex/
Endo;7,548;3,269;-1,5086;19,35;1741;Health Care;Pharmaceuticals;Europe;Ireland;Ireland;;Rajiv Silva;http://www.forbes.com/companies/endo/
Hyakugo Bank;1,004;0,668;0,1139;46,033;1743;Financials;Regional Banks;Asia;Japan;Japan;;Tsuyoshi Ueda;http://www.forbes.com/companies/hyakugo-bank/
People's United Financial;5;1,407;0,263;39,181;1743;Financials;Thrifts & Mortgage Finance;North America;United States;Connecticut;Connecticut;John Barnes;http://www.forbes.com/companies/peoples-united-financial/
Far Eastern New Century;4,117;6,864;0,253;15,793;1745;Materials;Diversified Chemicals;Asia;Taiwan;Taiwan;;Hsu Hsu;http://www.forbes.com/companies/far-eastern-new-century/
Liberbank;1,174;1,253;0,1353;45,772;1745;Financials;Regional Banks;Europe;Spain;Spain;;Manuel Menéndez;http://www.forbes.com/companies/liberbank/
Harman International;6,28;6,546;0,3435;5,823;1747;Consumer Discretionary;Consumer Electronics;North America;United States;Connecticut;Connecticut;Dinesh Paliwal;http://www.forbes.com/companies/harman-international/
Pacific Corp;12,095;5,002;0,2301;5,243;1747;;;Asia;South Korea;South Korea;;Jung-Ki Baek;http://www.forbes.com/companies/pacific-corp/
Microchip Technology;10,626;2,159;0,3562;5,447;1749;Information Technology;Semiconductors;North America;United States;Arizona;Arizona;Steve Sanghi;http://www.forbes.com/companies/microchip-technology/
First Pacific;2,661;6,437;0,0851;17,593;1750;Financials;Investment Services;Asia;Hong Kong;Hong Kong;;Victorico Vargas;http://www.forbes.com/companies/first-pacific/
Ogaki Kyoritsu Bank;1,132;0,957;0,1376;44,94;1750;Financials;Regional Banks;Asia;Japan;Japan;;Takashi Tsuchiya;http://www.forbes.com/companies/ogaki-kyoritsu-bank/
Taiwan Business Bank;1,501;0,971;0,161;44,932;1752;Financials;Regional Banks;Asia;Taiwan;Taiwan;;Rueen-Fong Chu;http://www.forbes.com/companies/taiwan-business-bank/
Youngor Group;5,705;2,607;0,7156;9,662;1752;Consumer Discretionary;Apparel/Accessories;Asia;China;China;;Ping Qian;http://www.forbes.com/companies/youngor-group/
Travis Perkins;6,581;9,078;0,2561;7,122;1754;Consumer Discretionary;Home Improvement Retail;Europe;United Kingdom;United Kingdom;;John Carter;http://www.forbes.com/companies/travis-perkins/
Senshu Ikeda Holdings;1,098;0,865;0,1498;44,816;1755;Financials;Regional Banks;Asia;Japan;Japan;;Kazuyuki Kataoka;http://www.forbes.com/companies/senshu-ikeda-holdings/
Virgin Money Holdings;2,281;1,387;0,1699;44,555;1756;Financials;Regional Banks;Europe;United Kingdom;United Kingdom;;Jayne-Anne Gadhia;http://www.forbes.com/companies/virgin-money-holdings/
Banco de Chile;3,664;3,878;0,1473;44,162;1757;Financials;Regional Banks;South America;Chile;Chile;;Arturo Quiroz;http://www.forbes.com/companies/banco-de-chile/
Damac Properties;4,694;2,149;1,1089;6,384;1757;Financials;Real Estate;Asia;United Arab Emirates;United Arab Emirates;;Ziad El-Chaar;http://www.forbes.com/companies/damac-properties/
Garmin;8,103;2,82;0,4562;4,499;1759;Consumer Discretionary;Consumer Electronics;North America;United States;Kansas;Kansas;Clifton Pemble;http://www.forbes.com/companies/garmin/
IMS Health Holdings;8,817;2,921;0,417;7,459;1759;Information Technology;Computer Services;North America;United States;;;Ari Bousbib;http://www.forbes.com/companies/ims-health-holdings/
Heilan Home;7,542;2,48;0,4903;3,248;1761;Consumer Discretionary;Apparel/Footwear Retail;Asia;China;China;;Dong Gu;http://www.forbes.com/companies/heilan-home/
MGIC Investment;2,507;1,029;1,1081;5,773;1761;Financials;Diversified Insurance;North America;United States;Wisconsin;Wisconsin;Patrick Sinks;http://www.forbes.com/companies/mgic-investment/
Shanghai Chengtou Holding;6,814;1,181;0,5747;6,748;1761;Utilities;Diversified Utilities;Asia;China;China;;Hong An;http://www.forbes.com/companies/shanghai-chengtou-holding/
Two Harbors Investment;2,701;0,828;0,4922;14,601;1761;Financials;Real Estate;North America;United States;Minnesota;Minnesota;Thomas Siering;http://www.forbes.com/companies/two-harbors-investment/
NII Holdings;0,557;1,714;1,1076;2,73;1765;Telecommunication Services;Telecommunications services;North America;United States;Virginia;Virginia;Steven Shindler;http://www.forbes.com/companies/nii-holdings/
Thai Oil;3,872;8,566;0,3554;5,347;1765;Energy;Oil & Gas Operations;Asia;Thailand;Thailand;;Atikom Terbsiri;http://www.forbes.com/companies/thai-oil/
Israel Corp;1,567;5,407;0,4433;10,787;1767;Financials;Investment Services;Asia;Israel;Israel;;Avisar Paz;http://www.forbes.com/companies/israel-corp/
ST Engineering;7,803;4,606;0,3847;5,825;1767;Industrials;Aerospace & Defense;Asia;Singapore;Singapore;;Sy Chong;http://www.forbes.com/companies/st-engineering/
Tingyi Holding;6,494;9,103;0,2564;8,482;1769;Consumer Staples;Food Processing;Asia;China;China;;Hong Wei;http://www.forbes.com/companies/tingyi-holding/
Fortune Brands Home & Security;8,714;4,735;0,3307;4,943;1770;;;North America;United States;Illinois;Illinois;Christopher Klein;http://www.forbes.com/companies/fortune-brands-home-security/
Performance Food Group;2,595;15,27;0,0565;3,412;1770;;;North America;United States;Virginia;Virginia;George Holm;http://www.forbes.com/companies/performance-food-group/
Vereit;8,007;1,551;-0,3164;17,406;1770;Financials;Real Estate;North America;United States;;;Glenn Rufrano;http://www.forbes.com/companies/vereit/
BOK Financial;4,066;1,395;0,2852;31,654;1773;Financials;Regional Banks;North America;United States;Oklahoma;Oklahoma;Steven Bradshaw;http://www.forbes.com/companies/bok-financial/
JSW Steel;4,879;8,666;-0,1326;13,012;1773;Materials;Iron & Steel;Asia;India;India;;Sajjan Jindal;http://www.forbes.com/companies/jsw-steel/
Daishi Bank;1,303;0,634;0,124;43,312;1775;Financials;Regional Banks;Asia;Japan;Japan;;Fujio Namiki;http://www.forbes.com/companies/daishi-bank/
Tokyo TY Financial Group;0,807;0,647;0,072;43,249;1776;Financials;Regional Banks;Asia;Japan;Japan;;Isao Sakai;http://www.forbes.com/companies/tokyo-ty-financial-group/
Pembina Pipeline;11,244;3,623;0,3173;9,312;1777;Energy;Oil & Gas Operations;North America;Canada;Canada;;Michael Dilger;http://www.forbes.com/companies/pembina-pipeline/
VeriSign;9,651;1,059;0,3752;2,358;1778;Information Technology;Software & Programming;North America;United States;Virginia;Virginia;D James Bidzos;http://www.forbes.com/companies/verisign/
Kingdom Holding;12,234;0,537;0,1885;11,454;1779;Financials;Investment Services;Asia;Saudi Arabia;Saudi Arabia;;Alwaleed Al-Saud,;http://www.forbes.com/companies/kingdom-holding/
Jones Lang LaSalle;5,449;5,966;0,4384;6,205;1780;Financials;Real Estate;North America;United States;Illinois;Illinois;Colin Dyer;http://www.forbes.com/companies/jones-lang-lasalle/
Shiga Bank;1,165;0,739;0,1445;42,03;1781;Financials;Regional Banks;Asia;Japan;Japan;;Yoshio Daido;http://www.forbes.com/companies/shiga-bank/
Orient;3,616;1,738;0,1688;41,867;1782;Financials;Consumer Financial Services;Asia;Japan;Japan;;Masayuki Saito;http://www.forbes.com/companies/orient/
Catcher Technology;5,568;2,595;0,7911;5,224;1783;Materials;Aluminum;Asia;Taiwan;Taiwan;;Shui Hung;http://www.forbes.com/companies/catcher-technology/
Amdocs;8,509;3,658;0,415;5,054;1784;Information Technology;Software & Programming;North America;United States;Missouri;Missouri;Robert Minicucci;http://www.forbes.com/companies/amdocs/
Saudi Investment Bank;2,441;0,875;0,3125;25,73;1784;Financials;Investment Services;Asia;Saudi Arabia;Saudi Arabia;;Musaed Al-Mineefi;http://www.forbes.com/companies/saudi-investment-bank/
Segro;4,389;0,38;1,0427;8,202;1786;Financials;Real Estate;Europe;United Kingdom;United Kingdom;;David Sleath;http://www.forbes.com/companies/segro/
Halyk Bank;1,075;1,648;0,5387;13,08;1787;Financials;Regional Banks;Asia;Kazakhstan;Kazakhstan;;Umut Shayakhmetova;http://www.forbes.com/companies/halyk-bank/
Credito Emiliano;2,385;1,691;0,1843;40,688;1788;Financials;Regional Banks;Europe;Italy;Italy;;Adolfo Bizzocchi;http://www.forbes.com/companies/credito-emiliano/
Tongling Nonferrous Metals;4,123;14,712;0,029;7,2;1788;Materials;Diversified Metals & Mining;Asia;China;China;;Xiuming Song;http://www.forbes.com/companies/tongling-nonferrous-metals/
